issue,title,primary finding,validator comment,status,root cause (URL),size,id-temp,primary-temp,su
validation-284,PhiFactory.mintProtocolFee won't be adjustable after deployment,findings-13,incorrect calculation of bp,Satisfactory,,,284,1013,S
validation-285,BondingCurve.getPrice() function reverts in several situations,validation-285,invalid,Unsatisfactory,,,285,,U
validation-286,PhiFactory expects artFee to be in BPS but protocol uses it as a flat fee,findings-13,incorrect calculation of bp,Satisfactory,,,286,1013,S
validation-287,"Minter status not correctly updated, allowing inconsistent state",validation-287,invalid,Unsatisfactory,,,287,,U
validation-288,"_addCredIdPerAddress() function is public, but it should be internal",findings-51,visibility,Satisfactory,,,288,1051,S
validation-289,Malicious users can exploit a re-entrancy opportunity in `_handletrade` to bypass `SHARE_LOCK_PERIOD` and carry out a flashloan attack to dilute existing shareholders and steal their rewards distribution,findings-25,reentracncy,Satisfactory,,,289,1025,S
validation-29,"Poor implementation of the Openzeppelin `UUPSUpgradeable` library, which will cause storage collisions during the update.",validation-404,qa?,Satisfactory,,,29,404,S
validation-290,"_removeCredIdPerAddress() is public, but it  should be internal",findings-51,visibility,Satisfactory,,,290,1051,S
validation-291,Minter status can be set without minting any tokens,validation-291,invalid,Unsatisfactory,,,291,,U
validation-292,`createCred` in `Cred.sol` doesnt check if `block.chainid` matches `credChainId` allowing malicious users to deploy creds on a different chain without permission,validation-292,"sender is checked, no impact",Unsatisfactory,,,292,,U
validation-293,`PhiFactory` deployments won't work correctly on ZKsync chain,validation-3,"""and Other EVM chain"" in readme",Satisfactory,,,293,3,S
validation-294,Rounding to zero can allow an attacker exploit the `curatorRewardsDistributor.sol`,validation-294,no impact,Unsatisfactory,,,294,,U
validation-295,claim() and batchClaim() functions do not refund excess of value,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,295,1011,S
validation-296,Incorrect Creator Fee Calculation Leads to Inconsistent Pricing,validation-296,known issue 6,Unsatisfactory,,,296,,U
validation-297,Unintended Full Balance Withdrawal When Amount is Set to Zero,validation-297,intended behavior,Unsatisfactory,,,297,,U
validation-298,PhiFactory.merkleClaim() can be called undefinedly with the same parameters,validation-298,intended behavior,Unsatisfactory,,,298,,U
validation-299,"Sellers may not receive the expected amount when selling their shares, especially when the supply reaches 0.",validation-299,invalid,Unsatisfactory,,,299,,U
validation-3,Create2 Opcode works differently in zkSync,validation-3,"""and Other EVM chain"" in readme",Satisfactory,,,3,3,S
validation-30,"Token with id `0` was restricted in the `PhiNFT1155::claimFromFactory` function, which blocks the claiming of art token.",validation-30,intended behavior,Unsatisfactory,,,30,,U
validation-300,Potential Division by Zero in _curve Function,validation-300,no impact,Unsatisfactory,,,300,,U
validation-301,PhiFactory.signatureClaim() can be called multiple times with the same parameters,validation-301,intended behavior,Unsatisfactory,,,301,,U
validation-302,The distribution of rewards to curators can be permanently blocked,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,302,372,S
validation-303,Incorrect `supportsInterface` implementation in `PhiNFT1155.sol` may lead to loss of royalty fees,validation-303,invalid,Unsatisfactory,,,303,,U
validation-304,Invalid distribution in `PhiRewards.sol`,validation-304,no impact,Unsatisfactory,,,304,,U
validation-305,Wrong function visibility enables attackers to block users from selling cred shares,findings-51,visibility,Satisfactory,,,305,1051,S
validation-306,Incorrect Share Balance Update During Sell Operations,validation-306,invalid,Unsatisfactory,,,306,,U
validation-307,PhiFactory wont be able to upgrade NFT,findings-10,owner cannot call function,Satisfactory,,,307,1010,S
validation-308,Unchecked Parameters in Functions,validation-308,insufficient quality,Unsatisfactory,,,308,,U
validation-309,Curator could sell shares even when their balance becomes zero,validation-309,insufficient quality,Unsatisfactory,,,309,,U
validation-310,Conditions without Proper Validation,validation-310,insufficient quality,Unsatisfactory,,,310,,U
validation-311,Unchecked Parameters in Batch Operations,validation-311,insufficient quality,Unsatisfactory,,,311,,U
validation-312,Signature and Data Validation,validation-312,insufficient quality,Unsatisfactory,,,312,,U
validation-313,User can potentially pay less than the required fees in a buy operation.,validation-313,"insufficient quality, repeatedly",Unsatisfactory,,,313,,U
validation-314,Insufficient Validation of `msg.value` in `buyShareCred` Function,validation-314,"insufficient quality, repeatedly",Unsatisfactory,,,314,,U
validation-315,Users can buy shares without sending sufficient payment to cover the total fees (protocol fee + creator fee).,validation-315,"insufficient quality, repeatedly",Unsatisfactory,,,315,,U
validation-316,"If `PhiFactory` upgrades, the tokens already deployed will be unable to update the `phiFactoryContract` variable to the new implementation",findings-10,owner cannot call function,Satisfactory,,,316,1010,S
validation-318,Wrongful calculation in handleTrade (getPriceData) due to using isBuy flag even when selling,validation-318,invalid,Unsatisfactory,,,318,,U
validation-319,"`CuratorRewardsDistributor::distribute` Exceeds 30,000,000 Block Gas Limit When 110 or More Curators Hold Shares for the Same Credential",validation-372,unbounded array lead to unbounded gas,Satisfactory,,,319,372,S
validation-320,abi.encode should be used instead of abi.encodePacked,validation-320,no impact,Unsatisfactory,,,320,,U
validation-321,Premature `signature` expiration,validation-321,no impact,Unsatisfactory,,,321,,U
validation-322,_updateRoyalties() has no upper bound check,findings-14,"no cap on royalty, some mentions the way artist can harm user, some not",Satisfactory,,,322,1014,S
validation-323,User can front-run and block someone from selling and dropping the price down of the cred.,validation-323,no content,Unsatisfactory,,,323,,U
validation-324,Cross chain signature replay attacks is possible even with expiresIn,validation-324,"sender is checked, no impact",Unsatisfactory,,,324,,U
validation-325,Out-of-Bounds Error in getPositionsForCurator Function,validation-95,it will revert?,Satisfactory,,,325,95,S
validation-326,`PhiFactory::createArt` Unintentionally Reverts When msg.value Exceeds NFT_ART_CREATE_FEE Due to Two Distinct Issues,findings-11,and it will revert,Satisfactory,,,326,1011,S
validation-327,Checking signature expiresIn is still vulnerable in the timeframe,validation-327,insufficient quality,Unsatisfactory,,,327,,U
validation-328,_handleTrade() can front run someone selling and blocking him by a gift,validation-619,grief dos,Satisfactory,,,328,619,S
validation-329,_addCredIdPerAddress & _removeCredIdPerAddress have wrong access modifiers,findings-51,visibility,Satisfactory,,,329,1051,S
validation-33,Potential Signature Replay Attack in `withdrawWithSig` Function,validation-602,"possibly, withdraw to cex on chain A, but cex don't support chain B",Satisfactory,,,33,602,S
validation-330,_removeCredIdPerAddress allows anyone to remove credId from any address. _addCredIdPerAddress  and _removeCredIdPerAddress  should not be public and should be internal,findings-51,visibility,Satisfactory,,,330,1051,S
validation-331,Zero Amount Transfers Full Balance to Recipient In `RewardControl::_withdraw` Function,validation-331,intended behavior,Unsatisfactory,,,331,,U
validation-332,Division by Zero in `BondingCurve::_curve` Function Causes Dirupt Of Many Processes,validation-332,no impact,Unsatisfactory,,,332,,U
validation-333,Lack of Validation for `curatorRewardsDistributor_` Address In `PhiRewards::updateCuratorRewardsDistributor` Function Could Lead to Invalid Address Assignment,validation-333,no impact,Unsatisfactory,,,333,,U
validation-334,handleRewardsAndGetValueSent external allows other to set their own address and get rewards,validation-334,no impact,Unsatisfactory,,,334,,U
validation-335,"Since there is no limitation that how many numbers of curator addresses can be distributed rewards, the TX of the CuratorRewardsDistributor#`distribute()` can be DOSed - due to reaching a gas limit in the `for-loop`",validation-372,unbounded array lead to unbounded gas,Satisfactory,,,335,372,S
validation-338,updateArtSettings in PhiFactory.sol lacks of whenNotPaused modifier,validation-376,qa,Satisfactory,,,338,376,S
validation-339,RewardControl#distribute() can be gamed in a way,validation-339,"intended behavior, mitigated by sell lock period",Unsatisfactory,,,339,,U
validation-340,"Lack of validation to check whether or not `credIds_.length == priceLimits_.length`, which lead the TX of the Cred#`_validateAndCalculateBatch()` to being DOSed, which makes the Cred#`batchBuyShareCred()` or Cred#`batchSellShareCred()` being DOSed",validation-369,no impact,Unsatisfactory,,,340,369,U
validation-341,"Malicious user able to lock victim's shares to prevent them from selling temporarily, potentially carrying out market manipulation while letting victim take on unnecessary risk",validation-619,grief dos,Satisfactory,,,341,619,S
validation-342,creators can collect fees higher than what the buyer intended to pay.,validation-342,"insufficient quality, repeatedly",Unsatisfactory,,,342,,U
validation-343,"No Storage gap for Upgradeable contracts, might lead to Storage Collisions.",validation-404,qa?,Satisfactory,,,343,404,S
validation-344,The contract's view of user balances is inconsistent with the actual ETH balances.,validation-344,invalid,Unsatisfactory,,,344,,U
validation-345,Total fees (protocol fee + creator fee) can exceed the sent value (`msg.value`) in a buy operation.,validation-345,"insufficient quality, repeatedly",Unsatisfactory,,,345,,U
validation-346,Frontrunning by calling distribute can cause share holders(curators) to lose money when buying shares ,validation-346,"intended behavior, mitigated by sell lock period",Unsatisfactory,,,346,,U
validation-347,CREATE opcode works differently in the zkSync chain,validation-3,"""and Other EVM chain"" in readme",Satisfactory,,,347,3,S
validation-349,Report on Security Issue in the withdrawFor Function,validation-349,intended behavior,Unsatisfactory,,,349,,U
validation-35,Reward control has unprotected Ether Withdrawal on withdraw function,validation-35,intended behavior,Unsatisfactory,,,35,,U
validation-350,Underflow vulnerability in the createArtFromFactory() function will result in loss of protocol funds,validation-350,invalid,Unsatisfactory,,,350,,U
validation-351,Upgradeable functionality for the PhiNFT1155s will not work because the owner of the Minimal Proxies is the PhiFactory contract,findings-10,owner cannot call function,Satisfactory,,,351,1010,S
validation-352,The `_handleTrade` is reentrancy prone which will enable flashloan steal of rewards,findings-25,reentracncy,Satisfactory,,,352,1025,S
validation-353,Front-Running Vulnerability in Cred Buying Mechanism: A High-Severity Threat to Fairness and Security,validation-353,invalid,Unsatisfactory,,,353,,U
validation-354,Malicious user can manipulate other curators's positions,findings-51,visibility,Satisfactory,,,354,1051,S
validation-355,Malicious user can alter the reporting of getPositionsForCurator,validation-355,invalid,Unsatisfactory,,,355,,U
validation-357,Users will lose funds when they call claim() and send bigger msg.value than required,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,357,1011,S
validation-358,User can bypass the  `SHARE_LOCK_PERIOD` due reentrancy  in the  `cred.sol` contract,findings-25,reentracncy,Satisfactory,,,358,1025,S
validation-359,Incorrect refund recipient in function `PhiNFT1155:createArtFromFactory` ,findings-11,and it will revert,Satisfactory,,,359,1011,S
validation-360,"Removed from whitelist bonding curve can be used, resulting in potentially loss of funds for users and protocol",validation-360,no impact,Unsatisfactory,,,360,,U
validation-361,The `_addCredIdPerAddress` and `_removeCredIdPerAddress` functions are public enabling DoS path of a buy/sell flow,findings-51,visibility,Satisfactory,,,361,1051,S
validation-362,Internal function declared as public allows malicious user to manipulate the mapping `_credIdsPerAddress` and lock a share from the victim,findings-51,visibility,Satisfactory,,,362,1051,S
validation-363,Attacker can set credIdsPerAddressArrLength to 0 so user will be unable to sell all their funds,findings-51,visibility,Satisfactory,,,363,1051,S
validation-364,Accrual of map keys in `shareBalance` will result in expensive curator rewards distribution in the long term,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,364,372,S
validation-365,Reentrancy in creating Creds allows an attacker to steal all Ether from the Cred contract,findings-25,reentracncy,Satisfactory,,,365,1025,S
validation-366,Reward distribution is vulnerable to flash loan attacks,findings-25,reentracncy,Satisfactory,,,366,1025,S
validation-367,`_addCredIdPerAddress` and `_removeCredIdPerAddress` functions of Cred are erroneously publicly accessible,findings-51,visibility,Satisfactory,,,367,1051,S
validation-368,Missing payment validation during the `claim` allows an attacker to steal Ether from the PhiFactory contract,findings-11,and/or steal the excessive fund,Satisfactory,,,368,1011,S
validation-369,Array length check missing in _validateAndCalculateBatch() function,validation-369,no impact,Unsatisfactory,,,369,369,U
validation-370,The factory and NFT contracts fail to refund excess Ether,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,370,1011,S
validation-371,`mintProtocolFee` and `artCreateFee` setters validate input incorrectly,findings-13,incorrect calculation of bp,Satisfactory,,,371,1013,S
validation-372,`shareBalance` bloating eventually blocks curator rewards distribution,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,372,372,S
validation-373,"Artist should be trusted, however every arbitrary address can become an artist and perform malicious operations.",validation-131,"frontrun, it is permissionless but 'artist' should be verified",Satisfactory,,,373,131,S
validation-374,Curator rewards distribution may fail due to significant number of shareholders,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,374,372,S
validation-375,Attacker can DoS  anyone trying to sell shares in `cred.sol` contract,validation-619,grief dos,Satisfactory,,,375,619,S
validation-376,"createArt function has the whenNotPaused modifier, but updateArtSettings",validation-376,qa,Satisfactory,,,376,376,S
validation-377,"ImageURI does not have any validations, and can be arbitrary, thus containing malicious or NSFW URIs, possibly XSS",validation-77,imageURI can be forged,Satisfactory,,,377,77,S
validation-379,Inconsistent Token URI Handling in PhiFactory Smart Contract,validation-379,gpt,Unsatisfactory,,,379,,U
validation-381,No Token Recovery Mechanism ,validation-381,insufficient quality,Unsatisfactory,,,381,,U
validation-382,Lack of Function to Withdraw Stuck ETH ,validation-382,insufficient quality,Unsatisfactory,,,382,,U
validation-383,Lack of Slippage Control on Sell Orders ,validation-383,insufficient quality,Unsatisfactory,,,383,,U
validation-384,Potential Front-running Risk ,validation-384,insufficient quality,Unsatisfactory,,,384,,U
validation-385,Inadequate Share Lock Period,validation-385,insufficient quality,Unsatisfactory,,,385,,U
validation-386,Oracle Manipulation ,validation-386,invalid,Unsatisfactory,,,386,,U
validation-387,CuratorRewardDistributor.distribute() can be frontrun to get rewards for a recent share,validation-387,"intended behavior, mitigated by sell lock period",Unsatisfactory,,,387,,U
validation-388,Incorrect array indexing in `getPositionsForCurator` leads to gaps in returned arrays,validation-388,intended behavior,Unsatisfactory,,,388,,U
validation-389,Division by Zero in Bonding Curve Calculation Due to Incorrect Supply Validation Order,validation-389,no impact,Unsatisfactory,,,389,,U
validation-39,"Excess ether sent while claiming art rewards is not returned to the caller, instead goes to protocol fee address",findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,39,1011,S
validation-390,"Insufficicent validation of credData by `_validateArtCreation` before calling `_initializePhiArt` could lead to confusion, conflict in ownership.",validation-390,insufficient quality,Unsatisfactory,,,390,,U
validation-391,_removeCredIdPerAddress removes the wrong credId ,validation-391,invalid,Unsatisfactory,,,391,,U
validation-392,Distributor's Rewards can be Stolen by Anyone by Directly calling the `distribute` function,findings-27,it is not dust,Satisfactory,,,392,1027,S
validation-393,High Gas Consumption Leading to Out-of-Gas Errors,validation-393,insufficient quality,Unsatisfactory,,,393,,U
validation-394,unvalidated external call,validation-394,insufficient quality,Unsatisfactory,,,394,,U
validation-395,Economic risks and protocol losses due to fixed CURVE_FACTOR,validation-395,intended behavior,Unsatisfactory,,,395,,U
validation-396,High computational cost and permanent DoS of credential on distribute,validation-372,unbounded array lead to unbounded gas,Satisfactory,,,396,372,S
validation-397,Curator reward distribution is susceptible to whale attacks ,findings-26,distribute mev,Satisfactory,,,397,1026,S
validation-398,Protocol fees are severely undermined ,findings-13,incorrect calculation of bp,Satisfactory,,,398,1013,S
validation-399,Artist fees are severely undermined,findings-13,incorrect calculation of bp,Satisfactory,,,399,1013,S
validation-4,No way  to update non-whitelisted bonding curves for existing creds,validation-4,no impact,Unsatisfactory,,,4,,U
validation-40,Missing refund of excess ether in `claim()`,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,40,1011,S
validation-400,Wrongful calculation  in _validateAndCalculateBatch due to using isBuy,validation-400,invalid,Unsatisfactory,,,400,,U
validation-401,Users can mint NFTs at protocol's expense ,findings-11,and/or steal the excessive fund,Satisfactory,,,401,1011,S
validation-402,withdrawFor can be used by malicious attackers to cause DOS by frontrunning,validation-402,intended behavior,Unsatisfactory,,,402,,U
validation-403,"Length of `shareBalance[credId]` in `Cred.sol` can exceed `MAX_SUPPLY` and cause a permanent DoS to rewards distribution in `CuratorRewardsDistributor.sol`, resulting in rewards of that cred being stuck **forever** in the contract",validation-372,unbounded array lead to unbounded gas,Satisfactory,,,403,372,S
validation-404,Absence of storage gaps in both `PhiFactory` and `Cred`,validation-404,qa?,Satisfactory,,,404,404,S
validation-405,No `protocolFee` upper bound in `Cred` contract,validation-405,qa,Satisfactory,,,405,405,S
validation-406,`createArt` Function of `PhiFactory` Causing Reverts with Excess ETH,findings-11,and it will revert,Satisfactory,,,406,1011,S
validation-407,Missing artId Validation in claim Function,validation-407,no impact,Unsatisfactory,,,407,,U
validation-408,User can  prevent the protocol fee from going to the `protocolFeeDestination` address via reeentrancy possibility in `Cred::_handleTrade()` function`,validation-408,invalid,Unsatisfactory,,,408,,U
validation-41,PhiFactory::batchClaim() switches the caller context from original caller to PhiFactory,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,41,1011,S
validation-410,`claim()` function calls functions with `external` visibility in `PhiFactory`,validation-410,invalid,Unsatisfactory,,,410,,U
validation-411,Users can withdraw rewards on behalf of other users,validation-411,intended behavior,Unsatisfactory,,,411,,U
validation-413,Incorrect Fee Check in PhiFactory Contract set methods will not allow fee updates,findings-13,incorrect calculation of bp,Satisfactory,,,413,1013,S
validation-414,Potential Out-of-Bounds Error in `_removeCredIdPerAddress` Due to Missing Validation,validation-414,no impact,Unsatisfactory,,,414,,U
validation-415,Distribute Function Fails Entirely if Any Recipient Reverts During Batch Distribution,validation-415,invalid,Unsatisfactory,,,415,,U
validation-416,Both `mintProtocolFee` and `artCreateFee` are implemented incorrectly in `PhiFactory`,findings-13,incorrect calculation of bp,Satisfactory,,,416,1013,S
validation-417,Unsigned Integer Subtraction Reverts in _processClaim Function Due to Underflow Risk,validation-417,insufficient quality,Unsatisfactory,,,417,,U
validation-418,Artist can front-run NFT sales on secondary markets and inflate royalty BPS to 100% to steal all sale proceeds,findings-14,"no cap on royalty, some mentions the way artist can harm user, some not",Satisfactory,,,418,1014,S
validation-419,Any malicious user can DoS share purchasing ,findings-51,visibility,Satisfactory,,,419,1051,S
validation-42,"`createArt()` has the `whenNotPaused` modifier, but `updateArtSettings()` does not.",validation-376,qa,Satisfactory,,,42,376,S
validation-420,Incorrect ETH Refund Mechanism in Art Creation Process Leading to User Fund Loss,findings-11,and it will revert,Satisfactory,,,420,1011,S
validation-421,"Anyone can delete curators' creds, reverting any attempts to sell shares ",findings-51,visibility,Satisfactory,,,421,1051,S
validation-422,Art creation excess ETH is sent to the factory instead of artist,findings-11,and it will revert,Satisfactory,,,422,1011,S
validation-423,`createArt()` and `claim()` signatures can be replayed by a user which they were not meant for since there is no address input validation,validation-131,replay & lack of validation,Satisfactory,,,423,131,S
validation-424,"Once a Cred's bonding curve is removed from the whitelist, a new one cannot be set and trades will be executed on outdated pricing logic",validation-424,no impact,Unsatisfactory,,,424,,U
validation-425,Reentrancy in `Cred._handleTrade` allow user to skip `SHARE_LOCK_PERIOD`,findings-25,reentracncy,Satisfactory,,,425,1025,S
validation-426,Malicious actor can frontrun call to distribute(credId) in CuratorRewardsDistributor.sol and claim other curators' rewards,validation-426,"intended behavior, mitigated by sell lock period",Unsatisfactory,,,426,,U
validation-427,Large Input Array can DOS depositBatch function(RewardControl.sol::Line 54),validation-427,insufficient quality,Unsatisfactory,,,427,,U
validation-428,Uncapped NFT Royalties Allow Setting Excessive Fees,findings-14,"no cap on royalty, some mentions the way artist can harm user, some not",Satisfactory,,,428,1014,S
validation-429,`Claimable` does not refund to caller.,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,429,1011,S
validation-43,Updating of phiSignerAddress in PhiFactory by owner will cause revert in creating and claiming art,validation-43,intended behavior,Unsatisfactory,,,43,,U
validation-430,Access ETH doesn't transferred back to the Caller,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,430,1011,S
validation-431,`Cred::_removeCredIdPerAddress` is public; `Cred` can be DoSed to prevent curators sellling their shares,findings-51,visibility,Satisfactory,,,431,1051,S
validation-432,`Cred::_addCredIdPerAddress` is public; can be exploited for double shares reporting,findings-51,visibility,Satisfactory,,,432,1051,S
validation-434,Bypass createArt signature verification to create duplicate art to steal receiver reward,validation-131,replay & lack of validation,Satisfactory,,,434,131,S
validation-435,Integer Overflow and Underflow,validation-435,insufficient quality,Unsatisfactory,,,435,,U
validation-436,Denial of Service (DoS) Attacks,validation-436,insuficcient quality,Unsatisfactory,,,436,,U
validation-437,"Protocol's refund mechanism fails to refunds ETH to user, leading to wrongful ETH accumulation and a chance for malicious users to steal victim's ETH to pay for their own claim fees.",findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,437,1011,S
validation-438,User could call withdrawWithSig when the block.timestamp is equal to signature.deadline ,validation-438,no impact,Unsatisfactory,,,438,,U
validation-44,"`CuratorRewardsDistributor::distribute` can be DoS-ed, leading to loss of user funds",validation-372,unbounded array lead to unbounded gas,Satisfactory,,,44,372,S
validation-440,"PhiNFT Transfers are meant to be pausable, but it is not possible",validation-440,qa,Satisfactory,,,440,440,S
validation-441, Inability to Update Protocol Fee Destination in PhiNFT1155 Contracts will result in loss of fees and royalties,validation-549,qa,Satisfactory,,,441,549,S
validation-442,Users can lose their funds when they call the `CuratorRewardsDistributor::deposit` with some ether,validation-442,invalid,Unsatisfactory,,,442,,U
validation-443,Missing deadline parameter inside `Cred.sol`'s buy & sell functions,validation-443,"no ddl, qa",Satisfactory,,,443,443,S
validation-445,Any excess amount of ether will cause a transaction to revert when createArtFromFactory in PhiNFT1155 is called,findings-11,and it will revert,Satisfactory,,,445,1011,S
validation-446,"Title: The [`PhiFactory:createArt`] is vulnerable to replay attack, a malicious user can call this function multiple times under certain condition and create multiple arts with the same signature",validation-131,replay & lack of validation,Satisfactory,,,446,131,S
validation-447,The `CuratorRewardsDistributor::distribute` lacks access control allowing anyone to claim royalty fee from the protocol,findings-27,it is not dust,Satisfactory,,,447,1027,S
validation-448,Incorrect handling of artCreateFee using Basis Points leads to miscalculated transfers,findings-13,incorrect calculation of bp,Satisfactory,,,448,1013,S
validation-449,"Mishandling of ETH in the `phiFactory:claim()`, allowing for ETH to get stucked in the contract and users not getting their refunds",findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,449,1011,S
validation-45,Creator will be unable to create new creds when contract is not paused,validation-45,invalid,Unsatisfactory,,,45,,U
validation-450,You can block sale/purchase through the condition if (block.timestamp <= lastTradeTimestamp[credId_][curator_] + SHARE_LOCK_PERIOD),validation-450,invalid,Unsatisfactory,,,450,,U
validation-451,Under certain conditions getPriceData() may return 0 price and fee due to lack of validation at 0,validation-451,insufficient quality,Unsatisfactory,,,451,,U
validation-452,The functions _addCredIdPerAddress() and _removeCredIdPerAddress() with type public may cause incorrect functioning of the system in the future,findings-51,visibility,Satisfactory,,,452,1051,S
validation-453,Art creation may be subject to reorg attack and DOS,validation-453,insufficient quality,Unsatisfactory,,,453,,U
validation-454,Possible theft of funds in the RewardControl.sol contract,validation-454,invalid,Unsatisfactory,,,454,,U
validation-455,Typo in RewardControl.withdrawFor() function,validation-455,intended behavior,Unsatisfactory,,,455,,U
validation-456,PhiNFT1155 created via PhiFactory cannot be updated,findings-10,owner cannot call function,Satisfactory,,,456,1010,S
validation-457,Possible freezing of funds in the PhiNFT1155.sol contract,validation-19,qa,Satisfactory,,,457,19,S
validation-458,Updating the `withdrawRoyalty` does not distribute the rewards based on the previous royalty first,validation-252,qa,Satisfactory,,,458,252,S
validation-46,Lacks of checks in signature inside `createArt` allows other artists without permission to deploy art with their own `CreateConfig` parameters illegally,validation-131,replay & lack of validation,Satisfactory,,,46,131,S
validation-460,Vulnerable share lock period validation can lead to weaponization of share gifting,validation-619,grief dos,Satisfactory,,,460,619,S
validation-461,An attacker can prevent anyone to sell all creds,findings-51,visibility,Satisfactory,,,461,1051,S
validation-462,"In the `Cred`, functions `_addCredIdPerAddress` and `_removeCredIdPerAddress` have public visibility with no access control. Malicious user can use this to stop others from selling cred shares",findings-51,visibility,Satisfactory,,,462,1051,S
validation-463,"Attacker can reenter `Cred::_handleTrade` to bypass `SHARE_LOCK_PERIOD` allowing them to buy a large amount of cred shares, claim the available rewards and then sell all in one tx",findings-25,reentracncy,Satisfactory,,,463,1025,S
validation-464,"When creating a new cred the caller is limited to purchasing only one share, meaning popular creds risk being sniped",validation-464,intended behavior,Unsatisfactory,,,464,,U
validation-465,The `onlyOwner` functions of `PhiNFT1155` deployed via `PhiFactory` will have uncallable functions because `PhiFactory` is set as the contracts owner,findings-10,owner cannot call function,Satisfactory,,,465,1010,S
validation-466,Incomplete ERC165 Implementation Despite Intended Support in CreatorRoyaltiesControl Contract,validation-223,ERC165,Satisfactory,,,466,223,S
validation-467,Users may lose and lock funds forever inside `PhiNFT1155.sol`,findings-11,msg.value is handled incorrectly at this.claim,Satisfactory,,,467,1011,S
validation-468,"There are no checks on the URI passed by users when claiming art in `PhiFactory`, allowing them to direct their minted art output to any link",validation-77,imageURI can be forged,Satisfactory,,,468,77,S
validation-469,It is possible for anyone to replay a valid signature from `PhiFactory::createArt` to create art for a given `credId`,validation-131,replay & lack of validation,Satisfactory,,,469,131,S
validation-47,Creator will be unable to set maximum royalty for their creds,validation-47,invalid,Unsatisfactory,,,47,,U
validation-470,Signatures passed to `PhiFactory::signatureClaim` can be repeated across the various `PhiFactory` instances on different EVM chains to claim art they should not be eligible to claim,validation-470,chainid is included in sig but not verified,Satisfactory,,,470,470,S
validation-471,Centralization risk by giving a single user the privilege of pause/unpause certain operations.,validation-471,insufficient quality,Unsatisfactory,,,471,,U
validation-472,CuratorRewardsDistributor: Anyone can call distribute and claim the royalty fee,findings-27,it is not dust,Satisfactory,,,472,1027,S
validation-473,Lack of Access Control for `CuratorRewardsDistributor::distribute function`,findings-27,it is not dust,Satisfactory,,,473,1027,S
validation-474,possible re-entrancy in the [PhiFactory:signatureClaim()] allowing a malicious user to steal funds from the protocol,validation-474,insufficient quality,Unsatisfactory,,,474,,U
validation-475,Public Functions `Cred.sol::_addCredIdPerAddress` and 'Cred.sol_removeCredIdPerAddress` Should be Internal,findings-51,visibility,Satisfactory,,,475,1051,S
validation-476,"`RewardControl.sol::withdrawFor` Function Withdraws Tokens to the Same Account, Causing Unexpected Behavior",validation-476,intended behavior,Unsatisfactory,,,476,,U
validation-477,"Distribute function can run Out of Gas and result in DoS, permanently locking up rewards",validation-372,unbounded array lead to unbounded gas,Satisfactory,,,477,372,S
validation-479,Missing royaltyBPS limit check in CreatorRoyaltiesControl,findings-14,"no cap on royalty, some mentions the way artist can harm user, some not",Satisfactory,,,479,1014,S
validation-48,Inconsistent `credId` emitted in `CredCreated` event,validation-48,invalid,Unsatisfactory,,,48,,U
validation-480,`_executeBatchTrade` function doesn't check if the batch operation would exceed the `MAX_SUPPLY`,validation-480,invalid,Unsatisfactory,,,480,,U
validation-481, The function [CuratorRewardsDistributor:distribute] doesn't include an access control modifier thereby allowing anyone to be able to call this function stealing funds because of the precision loss during calculations.,findings-27,it is not dust,Satisfactory,,,481,1027,S
validation-482,the `batchSellShareCred` function does not check for the share lock period before executing the batch sell operation,validation-482,invalid,Unsatisfactory,,,482,,U
validation-483,Missed check if the referral_ address is the same as the minter_ ,validation-483,intended behavior,Unsatisfactory,,,483,,U
validation-484,The system design could lead to incorrect supply calculations and pricing,validation-484,intended behavior,Unsatisfactory,,,484,,U
validation-486,users can avoid pay fee when call claim in phifactory,findings-11,and/or steal the excessive fund,Satisfactory,,,486,1011,S
validation-487,"An attacker can gas grief curators, when they batch trade",validation-619,grief dos,Satisfactory,,,487,619,S
validation-488,Artist can change url of art without signature.,validation-488,intended behavior,Unsatisfactory,,,488,,U
validation-489,The royaltyBPS check has failed,validation-489,insufficient quality,Unsatisfactory,,,489,,U
validation-49,RewardControl contract has Unprotected Ether Withdrawal in withdrawFor function,validation-49,intended behavior,Unsatisfactory,,,49,,U
validation-490,"While creating an art, if additional ETH is sent by the artist to `PhiFactory`, the transaction will always revert",findings-11,and it will revert,Satisfactory,,,490,1011,S
validation-491,"Deploying a proxy contracts at the same deterministic address before an artist, may result in Denial of Service.",validation-491,invalid,Unsatisfactory,,,491,,U
